S.No,Hour,Car No.,Team,Drivers,Car,Category,Tyres,Laps,Total Time,Pit Stops,Best Lap Number,Best Lap Time,Best Lap Kph,Status
1478,24,923,Racing Team Turkey,S. YOLUC / T. GAMBLE / D. VANTHOOR,Oreca 07 - Gibson,2,2,87,07:50:02,10,9.0,03:37.6,225.4,2
1200,20,35,Alpine Elf Team,A. NEGRAO / O. CALDWELL / M. ROJAS,Oreca 07 - Gibson,2,2,261,20:04:45,27,10.0,03:38.1,225.0,1
917,15,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,118,10:31:04,14,89.0,03:55.1,208.7,2
428,7,83,Richard Mille AF Corse,L. PEREZ COMPANC / A. ROVERA / L. WADOUX,Ferrari 488 GTE Evo,4,1,33,02:46:33,3,8.0,03:52.5,211.0,2
621,11,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,1,1,139,11:02:39,13,10.0,03:29.7,234.0,1
1073,18,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,235,18:01:56,22,11.0,03:37.3,225.7,1
693,12,50,Ferrari AF Corse,A. FUOCO / M. MOLINA / N. NIELSEN,Ferrari 499P,1,1,133,12:04:32,14,31.0,03:29.0,234.7,1
141,3,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,2,2,38,03:10:01,4,10.0,03:37.7,225.3,1
408,7,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,4,1,82,07:05:05,8,8.0,03:52.1,211.3,1
1294,21,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,4,1,58,05:15:31,5,14.0,03:55.0,208.7,2
1437,24,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,2,2,327,00:02:54,34,10.0,03:37.4,225.6,1
675,11,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,4,1,58,05:15:31,5,14.0,03:55.0,208.7,2
692,12,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,1,1,134,12:02:24,14,9.0,03:30.1,233.5,1
1195,20,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,2,2,264,20:01:15,28,10.0,03:37.4,225.6,1
1156,19,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,2,2,235,19:03:00,24,10.0,03:37.8,225.2,1
650,11,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,4,1,129,11:05:36,11,8.0,03:52.5,211.0,1
159,3,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,4,1,36,03:06:36,3,10.0,03:54.9,208.9,1
776,13,24,Hendrick Motorsports,J. JOHNSON / M. ROCKENFELLER / J. BUTTON,Chevrolet Camaro ZL1,3,2,157,13:02:25,15,120.0,03:50.9,212.4,1
909,15,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,180,15:04:25,16,180.0,03:54.5,209.2,1
150,3,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HARR,Oreca 07 - Gibson,2,2,38,03:14:00,4,11.0,03:37.1,225.9,1
842,14,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,171,14:03:24,14,16.0,03:53.1,210.5,1
83,2,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,2,2,25,02:01:18,3,13.0,03:38.7,224.3,1
1091,18,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,225,18:01:54,18,16.0,03:53.1,210.5,1
1196,20,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,263,19:59:36,25,238.0,03:37.3,225.7,1
1256,21,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,2,2,280,21:03:26,29,10.0,03:37.4,225.6,1
1311,22,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,2,2,297,22:02:27,32,280.0,03:36.7,226.3,1
811,14,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,1,1,186,14:04:33,17,12.0,03:28.3,235.5,1
941,16,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MÜLLER,Peugeot 9X8,1,1,209,16:05:23,19,10.0,03:29.7,234.0,1
1456,24,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,4,1,312,00:03:26,24,8.0,03:52.1,211.3,1
919,15,7,Toyota Gazoo Racing,M. CONWAY / K. KOBAYASHI / J. LOPEZ,Toyota GR010 HYBRID,1,1,103,07:58:44,10,12.0,03:30.0,233.6,2
1172,19,83,Richard Mille AF Corse,L. PEREZ COMPANC / A. ROVERA / L. WADOUX,Ferrari 488 GTE Evo,4,1,33,02:46:33,3,8.0,03:52.5,211.0,2
618,10,21,AF Corse,S. MANN / J. PIGUET / U. DE PAUW,Ferrari 488 GTE Evo,4,1,21,01:45:28,2,11.0,03:54.8,208.9,2
781,13,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,157,13:04:58,13,16.0,03:53.1,210.5,1
597,10,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,4,1,113,10:00:05,9,26.0,03:55.4,208.3,1
605,10,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,1,1,106,10:02:15,11,54.0,03:30.6,232.9,1
1095,18,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,2,2,220,18:01:43,23,151.0,03:38.6,224.4,1
1070,18,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,2,2,236,18:01:37,23,203.0,03:36.8,226.2,1
1226,20,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,118,10:31:04,14,89.0,03:55.1,208.7,2
982,16,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,4,1,89,07:58:43,8,8.0,03:53.1,210.5,2
805,13,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,2,2,19,01:34:25,3,10.0,03:39.1,223.9,2
790,13,4,Floyd Vanwall Racing Team,T. DILLMANN / E. GUERRIERI / T. VAUTIER,Vanwall Vandervell 680,1,1,150,12:43:36,18,125.0,03:32.6,230.7,1
1382,23,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,2,2,308,23:03:55,32,270.0,03:37.2,225.8,1
966,16,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,4,1,199,16:05:29,16,184.0,03:51.7,211.7,1
660,11,100,Walkenhorst Motorsport,C. HULL / A. HARYANTO / J. SEGAL,Ferrari 488 GTE Evo,4,1,126,11:02:48,11,11.0,03:54.7,209.0,1
453,8,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,2,2,99,08:07:40,11,10.0,03:38.1,225.0,1
1407,23,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,170,13:57:05,13,147.0,03:51.8,211.6,2
729,12,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,2,2,118,12:03:14,13,11.0,03:39.0,224.0,1
930,15,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,2,2,18,01:27:23,2,13.0,03:44.2,218.8,2
1272,21,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,4,1,266,21:01:36,20,264.0,03:53.3,210.2,1
566,10,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,1,1,121,10:01:29,12,10.0,03:30.1,233.5,1
1474,24,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,2,2,117,11:07:56,15,57.0,03:39.4,223.6,2
113,2,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,4,1,24,02:02:37,2,9.0,03:55.1,208.6,1
1288,21,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,2,2,117,11:07:56,15,57.0,03:39.4,223.6,2
877,15,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,1,1,195,15:02:51,19,9.0,03:30.1,233.5,1
1268,21,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,4,1,268,21:02:43,22,242.0,03:51.5,211.9,1
1386,23,22,United Autosports,P. HANSON / F. ALBUQUERQUE / F. LUBIN,Oreca 07 - Gibson,2,2,306,23:04:51,32,265.0,03:36.7,226.4,1
1065,18,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,2,2,238,18:04:54,25,224.0,03:38.4,224.6,1
1395,23,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,4,1,298,23:05:46,23,8.0,03:52.1,211.3,1
1305,22,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,1,1,307,21:59:39,28,12.0,03:28.3,235.5,1
722,12,100,Walkenhorst Motorsport,C. HULL / A. HARYANTO / J. SEGAL,Ferrari 488 GTE Evo,4,1,126,12:03:47,11,11.0,03:54.7,209.0,1
234,4,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,4,1,43,04:06:36,5,10.0,03:52.2,211.2,1
490,8,83,Richard Mille AF Corse,L. PEREZ COMPANC / A. ROVERA / L. WADOUX,Ferrari 488 GTE Evo,4,1,33,02:46:33,3,8.0,03:52.5,211.0,2
1153,19,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,238,19:03:51,19,16.0,03:53.1,210.5,1
970,16,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,194,16:04:16,17,181.0,03:53.2,210.3,1
190,4,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,1,1,47,04:05:17,4,10.0,03:29.7,234.0,1
1206,20,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,4,1,254,20:04:46,21,242.0,03:51.5,211.9,1
1293,21,75,Porsche Penske Motorsport,F. NASR / M. JAMINET / N. TANDY,Porsche 963,1,1,84,06:44:44,7,12.0,03:29.9,233.7,2
803,13,55,GMB Motorsport,G. BIRCH / M. SARENSEN/ J. MALLER,Aston Martin Vantage AMR,4,1,21,01:45:27,2,17.0,03:56.2,207.7,2
178,3,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,32,02:44:05,4,10.0,04:00.3,204.1,1
356,6,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,4,1,68,06:05:03,6,8.0,03:51.3,212.1,1
417,7,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,4,1,80,07:03:11,7,8.0,03:51.3,212.1,1
775,13,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,4,1,157,13:02:13,12,11.0,03:51.4,211.9,1
216,4,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,1,1,45,04:05:02,5,10.0,03:30.1,233.5,1
1204,20,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,2,2,255,20:01:16,29,223.0,03:37.1,226.0,1
543,9,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,2,2,98,09:05:40,12,10.0,03:37.8,225.2,1
795,13,7,Toyota Gazoo Racing,M. CONWAY / K. KOBAYASHI / J. LOPEZ,Toyota GR010 HYBRID,1,1,103,07:58:44,10,12.0,03:30.0,233.6,2
301,5,43,DKR Engineering,T. VAN ROMPUY / U. DE WILDE / M. MARTIN,Oreca 07 - Gibson,2,2,45,05:06:45,5,13.0,03:38.4,224.6,1
528,9,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,104,09:06:33,9,16.0,03:53.1,210.5,1
663,11,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,4,1,124,11:02:59,12,9.0,03:55.1,208.6,1
407,7,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,4,1,82,07:03:04,6,10.0,03:54.9,208.9,1
374,7,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MALLER,Peugeot 9X8,1,1,89,07:03:04,9,10.0,03:29.7,234.0,1
1215,20,100,Walkenhorst Motorsport,C. HULL / A. HARYANTO / J. SEGAL,Ferrari 488 GTE Evo,4,1,250,20:05:19,19,11.0,03:54.7,209.0,1
358,6,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,67,06:01:35,7,10.0,03:54.9,208.9,1
268,5,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,2,2,58,05:07:49,6,54.0,03:39.0,224.0,1
1218,20,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,246,19:37:05,20,16.0,03:53.1,210.5,1
590,10,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,114,10:01:08,10,16.0,03:53.1,210.5,1
476,8,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,4,1,94,08:06:55,8,8.0,03:51.3,212.1,1
1148,19,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,4,1,239,19:02:17,19,184.0,03:51.7,211.7,1
1230,20,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,4,1,89,07:58:43,8,8.0,03:53.1,210.5,2
713,12,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,4,1,129,12:03:35,10,10.0,03:54.9,208.9,1
903,15,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,4,1,183,15:00:44,14,8.0,03:51.3,212.1,1
447,8,38,Hertz Team JOTA,A. DA COSTA / W. STEVENS / Y. YE,Porsche 963,1,1,100,08:05:53,11,56.0,03:29.0,234.7,1
737,12,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,4,1,58,05:15:31,5,14.0,03:55.0,208.7,2
641,11,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,132,11:04:09,13,11.0,03:37.3,225.7,1
750,13,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,1,1,169,13:03:38,16,10.0,03:30.1,233.5,1
386,7,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,2,2,85,07:02:49,9,10.0,03:37.7,225.3,1
752,13,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,1,1,168,13:03:40,16,11.0,03:30.6,233.0,1
295,5,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,55,05:08:34,7,10.0,03:54.9,208.9,1
309,5,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,2,2,19,01:34:25,3,10.0,03:39.1,223.9,1
228,4,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,44,04:06:32,3,8.0,03:52.2,211.2,1
1115,18,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,2,2,19,01:34:25,3,10.0,03:39.1,223.9,2
858,14,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,4,1,89,07:58:43,8,8.0,03:53.1,210.5,2
648,11,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,4,1,129,11:03:21,10,11.0,03:51.4,211.9,1
565,10,50,Ferrari AF Corse,A. FUOCO / M. MOLINA / N. NIELSEN,Ferrari 499P,1,1,121,09:50:45,13,31.0,03:29.0,234.7,1
1308,22,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,1,1,303,22:03:08,28,294.0,03:29.6,234.1,1
1183,20,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,1,1,274,20:01:12,25,260.0,03:29.8,233.8,1
353,6,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,4,1,68,06:01:41,6,26.0,03:55.4,208.3,1
170,3,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,4,1,35,03:07:08,4,9.0,03:55.1,208.6,1
871,15,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,1,1,200,15:02:56,17,56.0,03:29.9,233.7,1
536,9,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,4,1,103,09:06:33,9,8.0,03:51.3,212.1,1
455,8,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,2,2,99,08:07:58,12,54.0,03:39.0,224.0,1
147,3,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,1,1,38,03:11:45,4,29.0,03:30.1,233.5,1
992,16,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,2,2,18,01:27:23,2,13.0,03:44.2,218.8,2
1017,17,38,Hertz Team JOTA,A. DA COSTA / W. STEVENS / Y. YE,Porsche 963,1,1,219,17:05:52,21,56.0,03:29.0,234.7,1
845,14,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,2,2,170,14:02:51,18,10.0,03:37.8,225.2,1
19,1,22,United Autosports,P. HANSON / F. ALBUQUERQUE / F. LUBIN,Oreca 07 - Gibson,2,2,12,01:02:28,1,11.0,03:37.8,225.2,1
34,1,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,2,2,12,01:03:35,1,10.0,03:38.1,225.0,1
164,3,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,36,03:10:08,4,10.0,03:54.9,208.9,1
1029,17,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,213,17:06:08,17,16.0,03:53.1,210.5,1
575,10,47,COOL Racing,DE GARUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,2,2,118,10:03:14,12,10.0,03:37.3,225.7,1
1092,18,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,4,1,225,18:02:20,18,225.0,03:53.4,210.1,1
219,4,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,2,2,44,04:04:37,5,13.0,03:39.4,223.6,1
1143,19,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,4,1,240,19:02:43,17,221.0,03:53.6,210.0,1
533,9,24,Hendrick Motorsports,J. JOHNSON / M. ROCKENFELLER / J. BUTTON,Chevrolet Camaro ZL1,3,2,103,09:05:35,11,63.0,03:51.2,212.2,1
1055,18,51,Ferrari AF Corse,A. PIER GUIDI / J. CALADO / A. GIOVINAZZI,Ferrari 499P,1,1,248,18:01:26,22,240.0,03:28.5,235.2,1
1084,18,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,4,1,227,18:03:00,19,206.0,03:52.4,211.1,1
846,14,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,1,1,170,14:04:54,16,54.0,03:30.6,232.9,1
691,12,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,1,1,136,12:02:24,14,29.0,03:30.1,233.5,1
401,7,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,2,2,84,07:04:36,9,11.0,03:37.7,225.3,1
532,9,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,4,1,103,09:05:26,9,26.0,03:55.4,208.3,1
975,16,4,Floyd Vanwall Racing Team,T. DILLMANN / E. GUERRIERI / T. VAUTIER,Vanwall Vandervell 680,1,1,165,15:11:45,19,125.0,03:32.6,230.7,2
991,16,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,2,2,19,01:34:25,3,10.0,03:39.1,223.9,2
84,2,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HARR,Oreca 07 - Gibson,2,2,25,02:01:19,2,11.0,03:37.1,225.9,1
1471,24,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,4,1,163,13:41:59,14,149.0,03:54.7,209.0,2
499,9,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,1,1,112,09:05:19,10,56.0,03:29.9,233.7,1
62,1,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,1,1,1,00:06:04,1,,,,1
88,2,47,COOL Racing,DE GARUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,2,2,25,02:01:34,2,10.0,03:37.3,225.7,1
97,2,45,Algarve Pro Racing,G. KURTZ / J. ALLEN / C. BRAUN,Oreca 07 - Gibson,2,2,25,02:03:55,2,9.0,03:38.0,225.0,1
841,14,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,4,1,171,14:01:45,13,8.0,03:51.3,212.1,1
371,6,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,2,2,19,01:34:25,3,10.0,03:39.1,223.9,1
1475,24,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,2,2,113,09:35:29,11,65.0,03:39.3,223.7,2
431,7,55,GMB Motorsport,G. BIRCH / M. SARENSEN/ J. MALLER,Aston Martin Vantage AMR,4,1,21,01:45:27,2,17.0,03:56.2,207.7,2
1019,17,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,2,2,215,17:05:30,26,214.0,03:38.3,224.8,1
1449,24,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDIOreca 07 - Gibson,,2,2,316,00:02:11,29,238.0,03:37.3,225.7,1
1296,21,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,4,1,28,02:20:55,2,8.0,03:51.4,212.0,2
205,4,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,45,04:04:37,4,11.0,03:37.3,225.7,1
469,8,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,95,08:06:35,8,16.0,03:53.1,210.5,1
923,15,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,4,1,58,05:15:31,5,14.0,03:55.0,208.7,2
15,1,41,Team WRT,R. ANDRADE / L. DELATRAZ / R. KUBICA,Oreca 07 - Gibson,2,2,12,01:02:17,1,11.0,03:36.4,226.7,1
1130,19,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,2,2,250,19:02:10,24,10.0,03:38.1,225.0,1
349,6,4,Floyd Vanwall Racing Team,T. DILLMANN / E. GUERRIERI / T. VAUTIER,Vanwall Vandervell 680,1,1,69,06:04:19,9,12.0,03:32.9,230.4,1
1381,23,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,1,1,309,23:06:45,28,289.0,03:28.0,235.9,1
300,5,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,52,05:07:46,6,48.0,03:56.4,207.5,1
1486,24,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,2,2,19,01:34:25,3,10.0,03:39.1,223.9,2
345,6,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,4,1,69,06:02:42,5,10.0,03:54.9,208.9,1
1262,21,45,Algarve Pro Racing,G. KURTZ / J. ALLEN / C. BRAUN,Oreca 07 - Gibson,2,2,275,21:01:24,27,9.0,03:38.0,225.0,1
821,14,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,2,2,179,14:04:55,21,11.0,03:39.0,223.9,1
112,2,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,4,1,24,02:02:27,2,8.0,03:52.5,211.0,1
477,8,22,United Autosports,P. HANSON / F. ALBUQUERQUE / F. LUBIN,Oreca 07 - Gibson,2,2,94,08:06:58,12,11.0,03:37.8,225.2,1
1461,24,100,Walkenhorst Motorsport,C. HULL / A. HARYANTO / J. SEGAL,Ferrari 488 GTE Evo,4,1,307,00:00:19,23,293.0,03:54.6,209.1,1
789,13,43,DKR Engineering,T. VAN ROMPUY / U. DE WILDE / M. MARTIN,Oreca 07 - Gibson,2,2,151,13:05:23,16,13.0,03:38.4,224.6,1
162,3,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,4,1,36,03:08:59,4,14.0,03:55.0,208.7,1
948,16,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,2,2,207,16:06:23,21,203.0,03:36.8,226.2,1
507,9,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,1,1,109,09:05:28,12,29.0,03:30.1,233.5,1
